RecordDate,AgencyName,FiscalYear,RestatementFlag,Measures,Amount (in Billions)
2016-09-30,Department of Defense,2016,N,Earned Revenue,55.1
2016-09-30,Department of Defense,2016,N,Subtotal,666.8
2016-09-30,Department of Defense,2016,N,Change in Assumptions,-57.6
2016-09-30,Department of Defense,2016,N,Net Cost,609.2
2016-09-30,Interest on Treasury Securities Held by the Public,2016,N,Gross Cost,273
2016-09-30,Interest on Treasury Securities Held by the Public,2016,N,Earned Revenue,NA
2016-09-30,Interest on Treasury Securities Held by the Public,2016,N,Subtotal,273
2016-09-30,Interest on Treasury Securities Held by the Public,2016,N,Change in Assumptions,NA
2016-09-30,Interest on Treasury Securities Held by the Public,2016,N,Net Cost,273
2016-09-30,Department of Agriculture,2016,N,Gross Cost,142.1
2016-09-30,Department of Agriculture,2016,N,Earned Revenue,8.5
2016-09-30,Department of Agriculture,2016,N,Subtotal,133.6
2016-09-30,Department of Agriculture,2016,N,Change in Assumptions,NA
2016-09-30,Department of Agriculture,2016,N,Net Cost,133.6
2016-09-30,Department of the Treasury,2016,N,Gross Cost,148.7
2016-09-30,Department of the Treasury,2016,N,Earned Revenue,19.4
2016-09-30,Department of the Treasury,2016,N,Subtotal,129.3
2016-09-30,Department of the Treasury,2016,N,Change in Assumptions,NA
2016-09-30,Department of the Treasury,2016,N,Net Cost,129.3
2016-09-30,Department of Transportation,2016,N,Gross Cost,80.7
2016-09-30,Department of Transportation,2016,N,Earned Revenue,0.9
2016-09-30,Department of Transportation,2016,N,Subtotal,79.8
2016-09-30,Department of Transportation,2016,N,Change in Assumptions,NA
2016-09-30,Department of Transportation,2016,N,Net Cost,79.8
2016-09-30,Department of Education,2016,N,Gross Cost,103.1
2016-09-30,Department of Education,2016,N,Earned Revenue,29.9
2016-09-30,Department of Education,2016,N,Subtotal,73.2
2016-09-30,Department of Education,2016,N,Change in Assumptions,NA
2016-09-30,Department of Education,2016,N,Net Cost,73.2
2016-09-30,Department of Energy,2016,N,Gross Cost,68.6
2016-09-30,Department of Energy,2016,N,Earned Revenue,4.3
2016-09-30,Department of Energy,2016,N,Subtotal,64.3
2016-09-30,Department of Energy,2016,N,Change in Assumptions,NA
2016-09-30,Department of Energy,2016,N,Net Cost,64.3
2016-09-30,Department of Homeland Security,2016,N,Gross Cost,66.5
2016-09-30,Department of Homeland Security,2016,N,Earned Revenue,13.1
2016-09-30,Department of Homeland Security,2016,N,Subtotal,53.4
2016-09-30,Department of Homeland Security,2016,N,Change in Assumptions,0.2
2016-09-30,Department of Homeland Security,2016,N,Net Cost,53.6
2016-09-30,Department of Labor,2016,N,Gross Cost,46.4
2016-09-30,Department of Labor,2016,N,Earned Revenue,NA
2016-09-30,Department of Labor,2016,N,Subtotal,46.4
2016-09-30,Department of Labor,2016,N,Change in Assumptions,NA
2016-09-30,Department of Labor,2016,N,Net Cost,46.4
2016-09-30,Department of Justice,2016,N,Gross Cost,38.7
2016-09-30,Department of Justice,2016,N,Earned Revenue,1.6
2016-09-30,Department of Justice,2016,N,Subtotal,37.1
2016-09-30,Department of Justice,2016,N,Change in Assumptions,NA
2016-09-30,Department of Justice,2016,N,Net Cost,37.1
2016-09-30,Defense Security Cooperation Agency,2016,N,Gross Cost,36
2016-09-30,Defense Security Cooperation Agency,2016,N,Earned Revenue,NA
2016-09-30,Defense Security Cooperation Agency,2016,N,Subtotal,36
2016-09-30,Defense Security Cooperation Agency,2016,N,Change in Assumptions,NA
2016-09-30,Defense Security Cooperation Agency,2016,N,Net Cost,36
2016-09-30,Department of Housing and Urban Development,2016,N,Gross Cost,31.2
2016-09-30,Department of Housing and Urban Development,2016,N,Earned Revenue,1.7
2016-09-30,Department of Housing and Urban Development,2016,N,Subtotal,29.5
2016-09-30,Department of Housing and Urban Development,2016,N,Change in Assumptions,NA
2016-09-30,Department of Housing and Urban Development,2016,N,Net Cost,29.5
2016-09-30,Department of State,2016,N,Gross Cost,32.6
2016-09-30,Department of State,2016,N,Earned Revenue,4.7
2016-09-30,Department of State,2016,N,Subtotal,27.9
2016-09-30,Department of State,2016,N,Change in Assumptions,-0.1
2016-09-30,Department of State,2016,N,Net Cost,27.8
2016-09-30,National Aeronautics and Space Administration,2016,N,Gross Cost,20
2016-09-30,National Aeronautics and Space Administration,2016,N,Earned Revenue,0.2
2016-09-30,National Aeronautics and Space Administration,2016,N,Subtotal,19.8
2016-09-30,National Aeronautics and Space Administration,2016,N,Change in Assumptions,NA
2016-09-30,National Aeronautics and Space Administration,2016,N,Net Cost,19.8
2016-09-30,Department of the Interior,2016,N,Gross Cost,19.2
2016-09-30,Department of the Interior,2016,N,Earned Revenue,2.5
2016-09-30,Department of the Interior,2016,N,Subtotal,16.7
2016-09-30,Department of the Interior,2016,N,Change in Assumptions,NA
2016-09-30,Department of the Interior,2016,N,Net Cost,16.7
2016-09-30,U.S. Agency for International Development,2016,N,Gross Cost,12.6
2016-09-30,U.S. Agency for International Development,2016,N,Earned Revenue,NA
2016-09-30,U.S. Agency for International Development,2016,N,Subtotal,12.6
2016-09-30,U.S. Agency for International Development,2016,N,Change in Assumptions,NA
2016-09-30,U.S. Agency for International Development,2016,N,Net Cost,12.6
2016-09-30,Railroad Retirement Board,2016,N,Gross Cost,15.3
2016-09-30,Railroad Retirement Board,2016,N,Earned Revenue,3.9
2016-09-30,Railroad Retirement Board,2016,N,Subtotal,11.4
2016-09-30,Railroad Retirement Board,2016,N,Change in Assumptions,NA
2016-09-30,Railroad Retirement Board,2016,N,Net Cost,11.4
2016-09-30,Federal Communications Commission,2016,N,Gross Cost,10.4
2016-09-30,Federal Communications Commission,2016,N,Earned Revenue,0.5
2016-09-30,Federal Communications Commission,2016,N,Subtotal,9.9
2016-09-30,Federal Communications Commission,2016,N,Change in Assumptions,NA
2016-09-30,Federal Communications Commission,2016,N,Net Cost,9.9
2016-09-30,Department of Commerce,2016,N,Gross Cost,12.5
2016-09-30,Department of Commerce,2016,N,Earned Revenue,3.3
2016-09-30,Department of Commerce,2016,N,Subtotal,9.2
2016-09-30,Department of Commerce,2016,N,Change in Assumptions,NA
2016-09-30,Department of Commerce,2016,N,Net Cost,9.2
2016-09-30,Environmental Protection Agency,2016,N,Gross Cost,9
2016-09-30,Environmental Protection Agency,2016,N,Earned Revenue,0.4
2016-09-30,Environmental Protection Agency,2016,N,Subtotal,8.6
2016-09-30,Environmental Protection Agency,2016,N,Change in Assumptions,NA
2016-09-30,Environmental Protection Agency,2016,N,Net Cost,8.6
2016-09-30,National Science Foundation,2016,N,Gross Cost,7
2016-09-30,National Science Foundation,2016,N,Earned Revenue,NA
2016-09-30,National Science Foundation,2016,N,Subtotal,7
2016-09-30,National Science Foundation,2016,N,Change in Assumptions,NA
2016-09-30,National Science Foundation,2016,N,Net Cost,7
2016-09-30,U.S. Postal Service,2016,N,Gross Cost,77.2
2016-09-30,U.S. Postal Service,2016,N,Earned Revenue,70.4
2016-09-30,U.S. Postal Service,2016,N,Subtotal,6.8
2016-09-30,U.S. Postal Service,2016,N,Change in Assumptions,NA
2016-09-30,U.S. Postal Service,2016,N,Net Cost,6.8
2016-09-30,Pension Benefit Guaranty Corporation,2016,N,Gross Cost,11.4
2016-09-30,Pension Benefit Guaranty Corporation,2016,N,Earned Revenue,6.7
2016-09-30,Pension Benefit Guaranty Corporation,2016,N,Subtotal,4.7
2016-09-30,Pension Benefit Guaranty Corporation,2016,N,Change in Assumptions,NA
2016-09-30,Pension Benefit Guaranty Corporation,2016,N,Net Cost,4.7
2016-09-30,Smithsonian Institution,2016,N,Gross Cost,0.8
2016-09-30,Smithsonian Institution,2016,N,Earned Revenue,NA
2016-09-30,Smithsonian Institution,2016,N,Subtotal,0.8
2016-09-30,Smithsonian Institution,2016,N,Change in Assumptions,NA
2016-09-30,Smithsonian Institution,2016,N,Net Cost,0.8
2016-09-30,Millennium Challenge Corporation,2016,N,Gross Cost,0.6
2016-09-30,Millennium Challenge Corporation,2016,N,Earned Revenue,NA
2016-09-30,Millennium Challenge Corporation,2016,N,Subtotal,0.6
2016-09-30,Millennium Challenge Corporation,2016,N,Change in Assumptions,NA
2016-09-30,Millennium Challenge Corporation,2016,N,Net Cost,0.6
2016-09-30,Small Business Administration,2016,N,Gross Cost,0.5
2016-09-30,Small Business Administration,2016,N,Earned Revenue,0.3
2016-09-30,Small Business Administration,2016,N,Subtotal,0.2
2016-09-30,Small Business Administration,2016,N,Change in Assumptions,NA
2016-09-30,Small Business Administration,2016,N,Net Cost,0.2
2016-09-30,U.S. Nuclear Regulatory Commission,2016,N,Gross Cost,0.9
2016-09-30,U.S. Nuclear Regulatory Commission,2016,N,Earned Revenue,0.8
2016-09-30,U.S. Nuclear Regulatory Commission,2016,N,Subtotal,0.1
2016-09-30,U.S. Nuclear Regulatory Commission,2016,N,Change in Assumptions,NA
2016-09-30,U.S. Nuclear Regulatory Commission,2016,N,Net Cost,0.1
2016-09-30,General Services Administration,2016,N,Gross Cost,0.6
2016-09-30,General Services Administration,2016,N,Earned Revenue,0.7
2016-09-30,General Services Administration,2016,N,Subtotal,-0.1
2016-09-30,General Services Administration,2016,N,Change in Assumptions,NA
2016-09-30,General Services Administration,2016,N,Net Cost,-0.1
2016-09-30,Overseas Private Investment Corporation,2016,N,Gross Cost,NA
2016-09-30,Overseas Private Investment Corporation,2016,N,Earned Revenue,0.1
2016-09-30,Overseas Private Investment Corporation,2016,N,Subtotal,-0.1
2016-09-30,Overseas Private Investment Corporation,2016,N,Change in Assumptions,NA
2016-09-30,Overseas Private Investment Corporation,2016,N,Net Cost,-0.1
2016-09-30,Securities and Exchange Commission,2016,N,Gross Cost,1.7
2016-09-30,Securities and Exchange Commission,2016,N,Earned Revenue,2
2016-09-30,Securities and Exchange Commission,2016,N,Subtotal,-0.3
2016-09-30,Securities and Exchange Commission,2016,N,Change in Assumptions,NA
2016-09-30,Securities and Exchange Commission,2016,N,Net Cost,-0.3
2016-09-30,Farm Credit System Insurance Corporation,2016,N,Gross Cost,NA
2016-09-30,Farm Credit System Insurance Corporation,2016,N,Earned Revenue,0.3
2016-09-30,Farm Credit System Insurance Corporation,2016,N,Subtotal,-0.3
2016-09-30,Farm Credit System Insurance Corporation,2016,N,Change in Assumptions,NA
2016-09-30,Farm Credit System Insurance Corporation,2016,N,Net Cost,-0.3
2016-09-30,National Credit Union Administration,2016,N,Gross Cost,-0.7
2016-09-30,National Credit Union Administration,2016,N,Earned Revenue,0.1
2016-09-30,National Credit Union Administration,2016,N,Subtotal,-0.8
2016-09-30,National Credit Union Administration,2016,N,Change in Assumptions,NA
2016-09-30,National Credit Union Administration,2016,N,Net Cost,-0.8
2016-09-30,Tennessee Valley Authority,2016,N,Gross Cost,9.3
2016-09-30,Tennessee Valley Authority,2016,N,Earned Revenue,10.6
2016-09-30,Tennessee Valley Authority,2016,N,Subtotal,-1.3
2016-09-30,Tennessee Valley Authority,2016,N,Change in Assumptions,NA
2016-09-30,Tennessee Valley Authority,2016,N,Net Cost,-1.3
2016-09-30,Export-Import Bank of the United States,2016,N,Gross Cost,-0.2
2016-09-30,Export-Import Bank of the United States,2016,N,Earned Revenue,1.2
2016-09-30,Export-Import Bank of the United States,2016,N,Subtotal,-1.4
2016-09-30,Export-Import Bank of the United States,2016,N,Change in Assumptions,NA
2016-09-30,Export-Import Bank of the United States,2016,N,Net Cost,-1.4
2016-09-30,Office of Personnel Management,2016,N,Gross Cost,60.2
2016-09-30,Office of Personnel Management,2016,N,Earned Revenue,21.3
2016-09-30,Office of Personnel Management,2016,N,Subtotal,38.9
2016-09-30,Office of Personnel Management,2016,N,Change in Assumptions,-47.1
2016-09-30,Office of Personnel Management,2016,N,Net Cost,-8.2
2016-09-30,Federal Deposit Insurance Corporation,2016,N,Gross Cost,0.2
2016-09-30,Federal Deposit Insurance Corporation,2016,N,Earned Revenue,9.5
2016-09-30,Federal Deposit Insurance Corporation,2016,N,Subtotal,-9.3
2016-09-30,Federal Deposit Insurance Corporation,2016,N,Change in Assumptions,NA
2016-09-30,Federal Deposit Insurance Corporation,2016,N,Net Cost,-9.3
2016-09-30,All other entities,2016,N,Gross Cost,21.1
2016-09-30,All other entities,2016,N,Earned Revenue,1.3
2016-09-30,All other entities,2016,N,Subtotal,19.8
2016-09-30,All other entities,2016,N,Change in Assumptions,NA
2016-09-30,All other entities,2016,N,Net Cost,19.8
2016-09-30,Total,2016,N,Gross Cost,4507.7
2016-09-30,Total,2016,N,Earned Revenue,376.6
2016-09-30,Total,2016,N,Subtotal,4131.1
2016-09-30,Total,2016,N,Change in Assumptions,273.3
2016-09-30,Total,2016,N,Net Cost,4404.4
2016-09-30,Department of Health and Human Services,2016,Y,Gross Cost,1130.9
2016-09-30,Department of Health and Human Services,2016,Y,Earned Revenue,101.3
2016-09-30,Department of Health and Human Services,2016,Y,Subtotal,1029.6
2016-09-30,Department of Health and Human Services,2016,Y,Change in Assumptions,-0.1
2016-09-30,Department of Health and Human Services,2016,Y,Net Cost,1029.5
2016-09-30,Social Security Administration,2016,Y,Gross Cost,945
2016-09-30,Social Security Administration,2016,Y,Earned Revenue,0.3
2016-09-30,Social Security Administration,2016,Y,Subtotal,944.7
2016-09-30,Social Security Administration,2016,Y,Change in Assumptions,NA
2016-09-30,Social Security Administration,2016,Y,Net Cost,944.7
2016-09-30,Department of Veterans Affairs,2016,Y,Gross Cost,193.1
2016-09-30,Department of Veterans Affairs,2016,Y,Earned Revenue,4.8
2016-09-30,Department of Veterans Affairs,2016,Y,Subtotal,188.3
2016-09-30,Department of Veterans Affairs,2016,Y,Change in Assumptions,-13
2016-09-30,Department of Veterans Affairs,2016,Y,Net Cost,175.3
2016-09-30,Department of Defense,2016,Y,Gross Cost,634.9
2016-09-30,Department of Defense,2016,Y,Earned Revenue,45.5
2016-09-30,Department of Defense,2016,Y,Subtotal,589.4
2016-09-30,Department of Defense,2016,Y,Change in Assumptions,-27.5
2016-09-30,Department of Defense,2016,Y,Net Cost,561.9
2016-09-30,Interest on Treasury Securities Held by the Public,2016,Y,Gross Cost,250.8
2016-09-30,Interest on Treasury Securities Held by the Public,2016,Y,Earned Revenue,NA
2016-09-30,Interest on Treasury Securities Held by the Public,2016,Y,Subtotal,250.8
2016-09-30,Interest on Treasury Securities Held by the Public,2016,Y,Change in Assumptions,NA
2016-09-30,Interest on Treasury Securities Held by the Public,2016,Y,Net Cost,250.8
2016-09-30,Department of Agriculture,2016,Y,Gross Cost,147.7
2016-09-30,Department of Agriculture,2016,Y,Earned Revenue,9.1
2016-09-30,Department of Agriculture,2016,Y,Subtotal,138.6
2016-09-30,Department of Agriculture,2016,Y,Change in Assumptions,NA
2016-09-30,Department of Agriculture,2016,Y,Net Cost,138.6
2016-09-30,Department of the Treasury,2016,Y,Gross Cost,146
2016-09-30,Department of the Treasury,2016,Y,Earned Revenue,29.3
2016-09-30,Department of the Treasury,2016,Y,Subtotal,116.7
2016-09-30,Department of the Treasury,2016,Y,Change in Assumptions,NA
2016-09-30,Department of the Treasury,2016,Y,Net Cost,116.7
2016-09-30,Department of Transportation,2016,Y,Gross Cost,76.1
2016-09-30,Department of Transportation,2016,Y,Earned Revenue,0.8
2016-09-30,Department of Transportation,2016,Y,Subtotal,75.3
2016-09-30,Department of Transportation,2016,Y,Change in Assumptions,NA
2016-09-30,Department of Transportation,2016,Y,Net Cost,75.3
2016-09-30,Department of Education,2016,Y,Gross Cost,71.3
2016-09-30,Department of Education,2016,Y,Earned Revenue,26.6
2016-09-30,Department of Education,2016,Y,Subtotal,44.7
2016-09-30,Department of Education,2016,Y,Change in Assumptions,NA
2016-09-30,Department of Education,2016,Y,Net Cost,44.7
2016-09-30,Department of Energy,2016,Y,Gross Cost,76.5
2016-09-30,Department of Energy,2016,Y,Earned Revenue,4.6
2016-09-30,Department of Energy,2016,Y,Subtotal,71.9
2016-09-30,Department of Energy,2016,Y,Change in Assumptions,NA
2016-09-30,Department of Energy,2016,Y,Net Cost,71.9
2016-09-30,Department of Homeland Security,2016,Y,Gross Cost,60.2
2016-09-30,Department of Homeland Security,2016,Y,Earned Revenue,12.1
2016-09-30,Department of Homeland Security,2016,Y,Subtotal,48.1
2016-09-30,Department of Homeland Security,2016,Y,Change in Assumptions,4.1
2016-09-30,Department of Homeland Security,2016,Y,Net Cost,52.2
2016-09-30,Department of Labor,2016,Y,Gross Cost,45.8
2016-09-30,Department of Labor,2016,Y,Earned Revenue,NA
2016-09-30,Department of Labor,2016,Y,Subtotal,45.8
2016-09-30,Department of Labor,2016,Y,Change in Assumptions,NA
2016-09-30,Department of Labor,2016,Y,Net Cost,45.8
2016-09-30,Department of Justice,2016,Y,Gross Cost,32.3
2016-09-30,Department of Justice,2016,Y,Earned Revenue,1.7
2016-09-30,Department of Justice,2016,Y,Subtotal,30.6
2016-09-30,Department of Justice,2016,Y,Change in Assumptions,NA
2016-09-30,Department of Justice,2016,Y,Net Cost,30.6
2016-09-30,Defense Security Cooperation Agency,2016,Y,Gross Cost,38.8
2016-09-30,Defense Security Cooperation Agency,2016,Y,Earned Revenue,NA
2016-09-30,Defense Security Cooperation Agency,2016,Y,Subtotal,38.8
2016-09-30,Defense Security Cooperation Agency,2016,Y,Change in Assumptions,NA
2016-09-30,Defense Security Cooperation Agency,2016,Y,Net Cost,38.8
2016-09-30,Department of Housing and Urban Development,2016,Y,Gross Cost,32.7
2016-09-30,Department of Housing and Urban Development,2016,Y,Earned Revenue,1.5
2016-09-30,Department of Housing and Urban Development,2016,Y,Subtotal,31.2
2016-09-30,Department of Housing and Urban Development,2016,Y,Change in Assumptions,NA
2016-09-30,Department of Housing and Urban Development,2016,Y,Net Cost,31.2
2016-09-30,Department of State,2016,Y,Gross Cost,30.2
2016-09-30,Department of State,2016,Y,Earned Revenue,4.3
2016-09-30,Department of State,2016,Y,Subtotal,25.9
2016-09-30,Department of State,2016,Y,Change in Assumptions,0.1
2016-09-30,Department of State,2016,Y,Net Cost,26
2016-09-30,National Aeronautics and Space Administration,2016,Y,Gross Cost,19.8
